ID,Date,Primary Type,Description,latitude,longitude
10127802,06/25/2015 08:30:00 PM,BURGLARY,FORCIBLE ENTRY,41.910557078,-87.672880906
4273852,09/03/2005 11:30:00 AM,BURGLARY,UNLAWFUL ENTRY,42.014899856,-87.679077469
12060746,05/26/2020 10:00:00 PM,THEFT,$500 AND UNDER,41.768357455,-87.619641779
25399,08/20/2020 05:13:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.771996408,-87.680074393
8577753,04/21/2012 04:00:00 AM,THEFT,OVER $500,41.895173849,-87.624258941
11287726,04/17/2018 01:20:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.886399263,-87.707621463
19631,10/10/2010 08:02:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.793508009,-87.70400049
5700244,08/04/2007 09:45:00 PM,BURGLARY,UNLAWFUL ENTRY,41.7330773,-87.547000358
13308158,12/14/2023 10:28:00 PM,BATTERY,SIMPLE,42.015416301,-87.664882614
6042597,01/26/2008 10:46:37 AM,ROBBERY,ARMED: HANDGUN,41.83041158,-87.618391502
3434574,07/17/2004 02:00:00 AM,THEFT,$500 AND UNDER,41.779834239,-87.727679619
7899082,01/20/2011 07:00:00 AM,BURGLARY,FORCIBLE ENTRY,41.771532841,-87.711770746
2383945,10/04/2002 08:04:27 AM,THEFT,$500 AND UNDER,41.877745385,-87.638206774
5347918,03/01/2007 11:30:00 AM,BATTERY,PRO EMP HANDS NO/MIN INJURY,41.894272651,-87.726052394
10251722,09/26/2015 05:05:00 AM,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,41.873517205,-87.701005851
10722521,10/20/2016 02:15:00 AM,ASSAULT,AGGRAVATED: HANDGUN,41.940839304,-87.732796499
4779211,06/04/2006 03:50:00 PM,THEFT,RETAIL THEFT,41.693421344,-87.620983384
12088332,05/30/2020 08:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.879069903,-87.627701434
4949942,08/26/2006 06:00:00 AM,BURGLARY,FORCIBLE ENTRY,41.891571006,-87.67549687
26412,11/01/2021 01:26:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.765996151,-87.594701749
696,02/24/2001 03:55:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.80672208,-87.671347927
21778,03/09/2015 07:41:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.703445434,-87.629291729
2787489,06/15/2003 03:00:00 PM,THEFT,$500 AND UNDER,41.862524993,-87.652736603
26776,05/19/2022 10:41:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.896888586,-87.628203192
13146939,07/20/2023 08:09:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,41.990094877,-87.731704736
2956935,09/23/2003 05:20:00 AM,BURGLARY,FORCIBLE ENTRY,41.924263448,-87.639660625
12145579,08/21/2020 09:02:00 PM,THEFT,$500 AND UNDER,41.962612921,-87.741979027
10574703,06/24/2016 07:00:00 PM,THEFT,OVER $500,41.957375644,-87.742255394
8821543,09/27/2012 07:55:00 PM,ROBBERY,AGGRAVATED,41.843134959,-87.622084996
2822254,06/30/2003 09:00:00 AM,THEFT,OVER $500,41.860946558,-87.685876725
4101740,06/21/2005 01:05:00 PM,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,41.875188681,-87.73169675
27081,09/25/2022 04:47:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.863643548,-87.723878976
4847742,07/07/2006 03:00:00 PM,THEFT,FROM BUILDING,41.939476691,-87.640907157
12647379,03/19/2022 11:00:00 PM,ROBBERY,ARMED - HANDGUN,41.802255474,-87.687934974
3394883,06/22/2004 09:45:00 AM,ROBBERY,STRONGARM - NO WEAPON,41.8020092,-87.622063199
4624,07/09/2008 01:25:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.873237942,-87.740751105
3675488,11/28/2004 12:00:00 PM,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,41.967660685,-87.6642091
5084198,10/28/2006 04:40:00 AM,BATTERY,SIMPLE,41.951584219,-87.649617365
3499357,08/22/2004 11:40:00 AM,ROBBERY,AGGRAVATED,41.854069611,-87.634403517
5609044,06/14/2007 03:00:00 PM,THEFT,OVER $500,41.886524557,-87.744282439
3367,10/02/2005 04:22:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.764932153,-87.576272783
7923126,02/07/2011 03:30:00 PM,BURGLARY,UNLAWFUL ENTRY,41.762888006,-87.615226947
10260472,10/03/2015 06:05:00 AM,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,41.873655022,-87.708638008
4908159,08/06/2006 12:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,41.869985716,-87.728588036
2299958,08/16/2002 12:40:00 PM,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,42.00528181,-87.676250995
4082,05/25/2007 07:32:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.82671144,-87.678058176
11188103,12/26/2017 09:30:00 AM,BURGLARY,FORCIBLE ENTRY,41.753135896,-87.665936127
1784266,09/23/2001 03:30:00 AM,ROBBERY,ARMED: HANDGUN,41.751221148,-87.602904244
2448628,11/11/2002 02:30:00 AM,HOMICIDE,RECKLESS HOMICIDE,41.90896722,-87.687184491
12379326,05/29/2021 12:00:00 AM,ASSAULT,AGGRAVATED - HANDGUN,41.863818515,-87.729989801
11391107,07/24/2018 07:50:00 AM,BURGLARY,FORCIBLE ENTRY,41.950135452,-87.645511933
2798888,06/21/2003 02:00:00 AM,THEFT,OVER $500,41.941710509,-87.802099704
7571721,06/24/2010 02:00:00 AM,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,41.758737965,-87.589246936
11110673,10/05/2017 09:00:00 PM,THEFT,$500 AND UNDER,41.985694722,-87.71750434
2306789,08/21/2002 02:00:00 PM,ASSAULT,SIMPLE,41.883210775,-87.629906972
2361963,09/09/2002 03:15:00 PM,ASSAULT,SIMPLE,41.816017002,-87.743369889
8992532,01/31/2013 07:30:00 AM,BURGLARY,FORCIBLE ENTRY,41.747595779,-87.607210846
12484828,09/16/2021 09:51:00 PM,BATTERY,SIMPLE,41.870770227,-87.721270564
11192573,01/01/2018 02:15:00 AM,ASSAULT,SIMPLE,41.849368712,-87.705181997
19154,11/01/2009 11:05:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.894991488,-87.747146676
2176888,06/10/2002 09:00:00 AM,BURGLARY,UNLAWFUL ENTRY,41.920800804,-87.707079715
19640,10/17/2010 02:55:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.679828274,-87.624471853
2948938,09/16/2003 12:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,41.793003221,-87.669413522
8449580,01/14/2012 03:00:00 PM,THEFT,FROM BUILDING,41.870865856,-87.686154805
8724336,07/26/2012 01:00:00 AM,ROBBERY,STRONGARM - NO WEAPON,41.95560389,-87.663011722
10815536,01/13/2017 06:25:00 PM,ROBBERY,STRONGARM - NO WEAPON,41.783042271,-87.615695083
1373,02/26/2002 06:45:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.768062885,-87.665117946
10354571,12/21/2015 08:42:00 PM,ROBBERY,STRONGARM - NO WEAPON,41.748047232,-87.643968533
6915035,05/04/2009 10:09:00 PM,ASSAULT,AGGRAVATED: HANDGUN,41.9064703,-87.754653396
1882823,12/06/2001 10:00:00 AM,BURGLARY,FORCIBLE ENTRY,41.871319242,-87.679475283
3030234,10/04/2003 10:40:00 AM,BURGLARY,FORCIBLE ENTRY,41.919313778,-87.749863606
22108,09/20/2015 09:16:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.909880981,-87.765566855
8755442,08/14/2012 05:30:00 PM,ROBBERY,STRONGARM - NO WEAPON,41.781433602,-87.62223197
9571493,04/13/2014 03:10:00 PM,ROBBERY,STRONGARM - NO WEAPON,41.759763705,-87.605428006
2996775,10/15/2003 12:45:00 AM,ROBBERY,ARMED: HANDGUN,41.76015578,-87.556752911
1389,03/14/2002 01:30:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.903726336,-87.64250581
1629403,07/12/2001 06:30:00 PM,BATTERY,AGGRAVATED: HANDGUN,41.796068063,-87.690061741
1795071,10/14/2001 09:00:00 PM,THEFT,OVER $500,41.945351274,-87.707199739
1986,01/25/2003 08:28:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.866023916,-87.735575126
7403777,03/06/2010 11:30:00 AM,BURGLARY,FORCIBLE ENTRY,41.929755559,-87.794209572
11823394,09/10/2019 11:20:00 AM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,41.904685949,-87.726365155
8858116,10/24/2012 12:35:00 AM,ROBBERY,ARMED: HANDGUN,41.767508744,-87.685761377
2506656,12/18/2002 12:40:00 AM,BATTERY,SIMPLE,41.656698539,-87.597335189
9189787,06/18/2013 03:00:00 PM,THEFT,$500 AND UNDER,41.691659653,-87.624561652
5793929,09/21/2007 07:24:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.752756766,-87.681640157
2289076,08/07/2002 04:45:00 AM,ROBBERY,STRONGARM - NO WEAPON,41.852869403,-87.63064695
2782791,06/13/2003 05:00:00 PM,BURGLARY,UNLAWFUL ENTRY,41.768310829,-87.684921195
4712087,04/27/2006 01:35:54 PM,THEFT,$500 AND UNDER,41.866557752,-87.639223782
22860,10/18/2016 08:04:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.659114092,-87.614328029
12612943,01/31/2022 02:47:00 PM,THEFT,OVER $500,41.789698393,-87.687584245
10857944,02/22/2017 08:30:00 AM,BURGLARY,FORCIBLE ENTRY,41.944913678,-87.734746879
4389083,10/19/2005 12:10:00 PM,THEFT,RETAIL THEFT,41.851990702,-87.689053928
3757938,01/16/2005 09:00:00 PM,THEFT,OVER $500,41.689318136,-87.536491292
2358133,09/18/2002 08:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.77954061,-87.659664268
6897254,05/03/2009 06:00:00 AM,BATTERY,SIMPLE,41.887443217,-87.712381872
10347764,12/16/2015 12:40:00 AM,ROBBERY,ARMED: HANDGUN,41.945886824,-87.663984703
10922178,04/23/2017 05:00:00 PM,ROBBERY,ARMED: HANDGUN,41.88240343,-87.740159657
26708,04/13/2022 07:35:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.72198018,-87.60891692
12097903,07/02/2020 03:00:00 PM,THEFT,FROM BUILDING,41.903314012,-87.669370298
2050009,03/26/2002 08:00:00 AM,ASSAULT,SIMPLE,41.961032104,-87.721010494
6883901,04/27/2009 03:45:00 PM,BURGLARY,FORCIBLE ENTRY,42.01391083,-87.698424851
10847532,02/08/2017 09:56:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.764708006,-87.563193271
12716776,06/01/2022 04:30:00 PM,THEFT,OVER $500,41.757900326,-87.604129624
8143562,08/08/2010 01:13:00 AM,ROBBERY,STRONGARM - NO WEAPON,41.692166514,-87.658149235
24539,05/14/2019 02:13:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.738816655,-87.579917517
8692126,07/04/2012 08:55:00 PM,THEFT,$500 AND UNDER,41.902180657,-87.762248237
10783798,12/14/2016 01:30:00 PM,ASSAULT,SIMPLE,41.837041612,-87.646250897
4104490,06/24/2005 11:00:00 AM,BURGLARY,FORCIBLE ENTRY,41.959208238,-87.721204434
11243881,02/28/2018 11:00:00 AM,ASSAULT,PRO EMP HANDS NO/MIN INJURY,41.764112658,-87.600129909
7426206,02/09/2010 08:30:00 AM,BATTERY,PRO EMP HANDS NO/MIN INJURY,41.852979389,-87.683828168
2939,10/24/2004 08:41:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.740133369,-87.579414802
9279047,08/26/2013 05:00:00 AM,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,41.894496091,-87.745792225
13018070,03/22/2023 12:30:00 PM,THEFT,RETAIL THEFT,41.883500187,-87.627876698
12410635,06/28/2021 10:30:00 AM,ASSAULT,AGGRAVATED - HANDGUN,41.683936153,-87.721865668
12821614,09/07/2022 09:53:00 AM,BURGLARY,ATTEMPT FORCIBLE ENTRY,41.900885688,-87.721805866
4795,10/12/2008 10:33:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.789412422,-87.664463578
6293131,06/08/2008 12:10:00 PM,THEFT,OVER $500,41.874095762,-87.673124235
9568872,04/04/2014 09:30:00 PM,ASSAULT,SIMPLE,41.759573027,-87.564772066
5132791,11/19/2006 01:15:00 PM,ASSAULT,SIMPLE,41.973434233,-87.753996147
24115,08/07/2018 02:00:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.903852765,-87.731258743
9446310,12/31/2013 11:45:00 AM,ASSAULT,SIMPLE,41.68254468,-87.668946791
11434321,09/02/2018 04:00:00 PM,ASSAULT,SIMPLE,41.767261858,-87.581256323
3075281,12/03/2003 05:53:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.87504551,-87.743242252
11963375,01/27/2020 09:38:00 AM,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,41.8617467,-87.720163537
11325475,05/24/2018 12:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.798469843,-87.700035131
10403720,02/04/2016 11:17:00 AM,ROBBERY,ATTEMPT: ARMED-HANDGUN,41.689623358,-87.621010641
7335233,01/26/2010 04:00:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,41.921222649,-87.731569485
12565574,12/12/2021 02:15:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.772303877,-87.621874577
11681099,05/09/2019 01:30:00 AM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,41.745227053,-87.606281132
9082554,04/09/2013 10:00:00 PM,ROBBERY,AGGRAVATED,42.018939826,-87.669136672
21538,08/31/2014 10:20:00 PM,HOMICIDE,FIRST DEGREE MURDER,42.017114262,-87.68436864
27871,11/19/2023 03:00:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.732675718,-87.604726411
7808825,11/16/2010 06:50:00 PM,ROBBERY,ARMED: HANDGUN,41.791630164,-87.652379643
861,06/11/2001 06:30:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.899476558,-87.72620879
19737,01/02/2011 01:39:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.758168911,-87.628701252
7229294,11/16/2009 12:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,41.688908787,-87.626620148
12445361,08/06/2021 03:00:00 PM,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,41.934990933,-87.778527308
6247377,05/13/2008 03:00:00 PM,BATTERY,SIMPLE,41.775356739,-87.700907797
6362357,07/07/2008 09:00:00 AM,BURGLARY,FORCIBLE ENTRY,41.72581911,-87.669742999
12045618,05/06/2020 06:22:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.807560396,-87.675876545
1007,08/16/2001 06:11:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.751827103,-87.559231739
25236,06/28/2020 04:13:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.904483983,-87.773016767
6395164,07/27/2008 11:30:00 PM,THEFT,$500 AND UNDER,41.902842034,-87.667479717
10064913,05/09/2015 03:32:00 PM,ASSAULT,SIMPLE,41.761326181,-87.660041749
2700100,04/26/2003 03:45:00 AM,ASSAULT,SIMPLE,41.809297059,-87.591967028
8401180,12/15/2011 06:10:00 PM,ROBBERY,ARMED: HANDGUN,41.957569002,-87.779379329
10945570,05/15/2017 01:15:00 PM,BATTERY,SIMPLE,41.779520772,-87.660962362
4793382,06/12/2006 12:00:00 AM,THEFT,$500 AND UNDER,41.892860307,-87.770962418
2996663,10/17/2003 01:35:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,41.751719438,-87.566914357
2898,09/17/2004 02:05:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.873613214,-87.712060461
4341091,09/28/2005 11:48:21 AM,BURGLARY,FORCIBLE ENTRY,41.71808072,-87.576588493
8724220,07/25/2012 10:27:00 PM,ROBBERY,STRONGARM - NO WEAPON,41.770065864,-87.623420615
7808572,11/16/2010 11:11:00 AM,THEFT,OVER $500,41.718325676,-87.677138499
7966877,03/11/2011 03:15:00 PM,ASSAULT,SIMPLE,41.808324588,-87.66374603
2541,12/16/2003 01:50:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.741880833,-87.568519029
12966673,01/28/2023 01:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,41.871907632,-87.701741354
13017601,03/21/2023 07:52:00 PM,HOMICIDE,RECKLESS HOMICIDE,41.990320609,-87.714288952
1459503,03/31/2001 12:30:00 AM,THEFT,$500 AND UNDER,41.935038924,-87.717425914
12777682,07/29/2022 06:50:00 AM,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,41.785438415,-87.60442266
21287,02/22/2014 05:45:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.826609817,-87.633836383
2960007,09/25/2003 01:20:00 AM,BURGLARY,FORCIBLE ENTRY,41.996772251,-87.692297141
7680702,08/23/2010 05:50:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.745846742,-87.656040713
8301368,10/10/2011 02:49:00 AM,BURGLARY,FORCIBLE ENTRY,41.967975965,-87.751817258
5628125,06/26/2007 10:00:00 AM,THEFT,OVER $500,41.940607698,-87.652906647
26264,08/10/2021 10:21:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.819493251,-87.59684976
2004348,02/16/2002 02:00:00 AM,THEFT,OVER $500,41.786688142,-87.623882612
9276376,08/23/2013 03:30:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,41.777665536,-87.782041143
12958506,01/20/2023 02:44:00 AM,THEFT,OVER $500,41.779194404,-87.769100548
3064164,11/26/2003 01:20:00 PM,BURGLARY,UNLAWFUL ENTRY,41.900489667,-87.675956326
4120,06/17/2007 03:33:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.954537863,-87.65114825
13055040,04/27/2023 04:50:00 AM,ROBBERY,ARMED - HANDGUN,41.843670271,-87.719653537
7658130,08/14/2010 03:00:00 PM,BURGLARY,UNLAWFUL ENTRY,41.760361961,-87.679353063
9700256,07/18/2014 01:10:00 PM,ROBBERY,STRONGARM - NO WEAPON,41.96517874,-87.716933469
8118755,05/19/2011 06:00:00 AM,BURGLARY,UNLAWFUL ENTRY,41.949622091,-87.676885424
20622,09/17/2012 03:34:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.786374378,-87.637643655
5066104,10/18/2006 08:40:00 AM,BATTERY,PRO EMP HANDS NO/MIN INJURY,41.73365047,-87.557845321
10157730,07/19/2015 04:40:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.880632459,-87.733639652
10548859,06/04/2016 05:00:00 PM,THEFT,OVER $500,41.899574557,-87.756941626
7917522,02/04/2011 09:00:00 AM,BURGLARY,FORCIBLE ENTRY,41.82008108,-87.687227724
10765482,11/26/2016 10:00:00 PM,BURGLARY,UNLAWFUL ENTRY,41.801738883,-87.730755907
1904768,12/18/2001 07:30:00 PM,THEFT,$500 AND UNDER,41.782760059,-87.677277581
9234120,07/25/2013 06:00:00 PM,ROBBERY,ARMED: HANDGUN,41.85384608,-87.715063469
22138,10/09/2015 01:25:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.874032452,-87.747984456
6570539,10/21/2008 10:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.94373841,-87.723653447
19872,05/19/2011 04:07:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.693706351,-87.618267095
3639730,11/05/2004 09:00:00 PM,THEFT,$500 AND UNDER,42.005238416,-87.678742313
2983702,10/08/2003 12:20:00 PM,ASSAULT,SIMPLE,41.779800253,-87.641476402
7817974,11/22/2010 03:50:00 PM,ASSAULT,SIMPLE,41.919477498,-87.721734944
11687651,05/13/2019 04:30:00 PM,THEFT,FROM BUILDING,41.876607964,-87.627644063
21310,03/20/2014 12:04:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.897890221,-87.716394563
2922439,09/02/2003 08:00:00 PM,THEFT,OVER $500,42.008657331,-87.688866299
2183922,06/13/2002 10:45:00 PM,ASSAULT,AGGRAVATED: HANDGUN,41.869564997,-87.719633561
21633,11/09/2014 03:31:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.898411891,-87.637240716
1578631,06/12/2001 04:30:00 PM,ASSAULT,SIMPLE,41.750835048,-87.643902059
6865957,04/16/2009 03:05:00 PM,THEFT,$500 AND UNDER,41.881799343,-87.645617373
6484957,09/08/2008 08:45:00 PM,ROBBERY,ARMED: HANDGUN,41.76002733,-87.663661918
7293713,12/29/2009 03:30:00 AM,THEFT,$500 AND UNDER,41.853483035,-87.725711623
10876398,03/13/2017 09:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,41.758209097,-87.562721211
11133524,10/29/2017 04:20:00 PM,ASSAULT,SIMPLE,41.88773058,-87.624557937
1442157,03/24/2001 06:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.927028924,-87.698849762
6020485,01/06/2008 07:48:00 PM,ROBBERY,STRONGARM - NO WEAPON,41.777829612,-87.761706671
3847643,03/04/2005 08:00:00 AM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,41.772947511,-87.636894268
4605759,02/24/2006 09:00:00 PM,BATTERY,SIMPLE,41.773187976,-87.642632596
9401957,02/01/2011 10:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,41.763892251,-87.614761233
1993838,02/18/2002 11:30:00 PM,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,41.863750838,-87.703080844
22504,05/27/2016 12:50:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.762670663,-87.65162663
4950606,08/26/2006 06:54:29 AM,ASSAULT,SIMPLE,41.778642279,-87.664197878
10023852,04/06/2015 11:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.960623307,-87.755439501
649,01/11/2001 02:25:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.760108044,-87.56639671
9884927,12/01/2014 01:00:00 PM,THEFT,$500 AND UNDER,41.86315933,-87.622454163
6568497,10/20/2008 12:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.751461716,-87.65699316
10051887,04/29/2015 07:00:00 PM,ROBBERY,ARMED: HANDGUN,41.774838063,-87.664090778
26808,06/05/2022 09:20:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.858910302,-87.693217
22656,07/29/2016 04:05:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.75359293,-87.658671286
6449086,08/22/2008 08:45:00 PM,THEFT,POCKET-PICKING,41.879235852,-87.624347038
1391181,02/21/2001 11:30:00 AM,BATTERY,SIMPLE,41.775647945,-87.671249634
20423,05/21/2012 02:00:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.851578719,-87.680729788
21999,07/26/2015 08:28:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.839629644,-87.72928862
3182618,02/17/2004 09:30:00 AM,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,42.015887017,-87.691093244
1749239,09/18/2001 12:01:00 AM,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,41.786516451,-87.674305889
10751994,11/14/2016 07:05:00 AM,THEFT,OVER $500,41.884086926,-87.659782676
12290086,02/09/2021 04:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.853383931,-87.73295826
11585533,02/04/2019 02:50:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,41.877126906,-87.722487743
12160180,09/08/2020 07:15:00 PM,ASSAULT,SIMPLE,41.803615007,-87.676991523
2137333,05/15/2002 08:45:00 AM,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,41.800317807,-87.596662279
9672243,06/27/2014 06:00:00 PM,THEFT,$500 AND UNDER,41.857582212,-87.622325051
1063,09/08/2001 12:04:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.932949598,-87.679048328
3835817,02/27/2005 11:55:00 PM,ROBBERY,ARMED: HANDGUN,41.904454233,-87.727697153
7066758,08/09/2009 05:00:00 PM,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,41.772292259,-87.657214289
4614,07/05/2008 01:52:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.85081924,-87.722257276
13260431,10/24/2023 04:00:00 AM,ROBBERY,ARMED - HANDGUN,41.763887414,-87.705246714
2736338,05/14/2003 04:00:00 PM,BURGLARY,UNLAWFUL ENTRY,41.985244591,-87.711380912
11941885,01/04/2020 06:50:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.749436648,-87.670690829
1870079,11/28/2001 12:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.912552414,-87.72044537
7893289,01/17/2011 04:32:00 PM,THEFT,$500 AND UNDER,41.76412214,-87.720250871
13102393,06/09/2023 10:00:00 AM,ROBBERY,AGGRAVATED,41.755617231,-87.644169735
10496076,04/22/2016 07:00:00 PM,THEFT,OVER $500,41.785660227,-87.618320573
11619648,03/11/2019 12:30:00 PM,ASSAULT,AGGRAVATED: HANDGUN,41.931206751,-87.680447948
6844182,04/02/2009 12:40:00 PM,ROBBERY,ARMED: HANDGUN,41.776784247,-87.60549587
8704169,07/13/2012 07:05:00 AM,ASSAULT,SIMPLE,42.022534793,-87.673434623
9147550,05/28/2013 05:53:00 AM,ROBBERY,ARMED: HANDGUN,41.903967333,-87.76449517
4244,09/08/2007 01:30:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.896705794,-87.761676271
1917952,01/01/2002 02:30:00 AM,BURGLARY,FORCIBLE ENTRY,41.926963066,-87.749544025
8154090,07/09/2011 11:00:00 AM,THEFT,OVER $500,41.893578417,-87.625426193
10802859,01/02/2017 10:40:00 PM,ROBBERY,ARMED: HANDGUN,41.883674622,-87.69325264
3733,08/05/2006 10:30:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.742792128,-87.646300248
11665663,04/23/2019 05:00:00 PM,THEFT,$500 AND UNDER,41.778128884,-87.757887422
3651092,11/12/2004 03:27:55 PM,ASSAULT,SIMPLE,41.983152663,-87.78267748
3017288,10/28/2003 01:20:39 PM,THEFT,RETAIL THEFT,41.735922905,-87.654111543
2053005,03/28/2002 11:24:09 PM,ROBBERY,STRONGARM - NO WEAPON,41.900689382,-87.686966744
3439769,07/15/2004 12:00:00 PM,ASSAULT,SIMPLE,41.859248191,-87.693771607
12198738,10/15/2020 05:30:00 PM,ASSAULT,SIMPLE,41.866260367,-87.718505035
12192914,10/08/2020 07:26:00 AM,ASSAULT,AGGRAVATED - HANDGUN,41.750787493,-87.70852242
3555,04/20/2006 10:05:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.991439996,-87.658258453
10634177,08/02/2016 02:00:00 PM,BURGLARY,UNLAWFUL ENTRY,41.943393936,-87.718749636
6632497,11/26/2008 05:40:00 PM,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,41.968382451,-87.715119162
3507558,08/26/2004 03:49:00 AM,BURGLARY,UNLAWFUL ENTRY,41.850138842,-87.6911059
12958927,01/20/2023 11:09:00 PM,ASSAULT,SIMPLE,42.00441626,-87.671278221
25834,03/28/2021 08:15:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.998283492,-87.704554719
8722159,07/24/2012 08:35:00 PM,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,41.909337409,-87.768863373
11149713,11/15/2017 12:00:00 AM,THEFT,$500 AND UNDER,41.886820578,-87.701370466
11750918,07/08/2019 08:30:00 PM,ASSAULT,SIMPLE,41.692233255,-87.652715044
2894036,08/16/2003 04:15:26 AM,ASSAULT,SIMPLE,41.901427395,-87.74673885
1366949,02/05/2001 12:25:00 PM,THEFT,$500 AND UNDER,41.918626959,-87.690125699
